,disturbance_frequency,disturbance_mortality,optimal_spacing
2243,0.32,0.75,1
2244,0.34,0.75,1
2245,0.36,0.75,1
2246,0.38,0.75,1
2247,0.4,0.75,1
2248,0,0.75,1
2249,0.02,0.75,11
2250,0.04,0.75,16
2251,0.06,0.75,21
2252,0.08,0.75,17
2253,0.1,0.75,17
2254,0.12,0.75,9
2255,0.14,0.75,13
2256,0.16,0.75,9
2257,0.18,0.75,1
2258,0.2,0.75,1
2259,0.22,0.75,1
2260,0.24,0.75,1
2261,0.26,0.75,1
2262,0.28,0.75,1
2263,0.3,0.75,1
2264,0.32,0.75,1
2265,0.34,0.75,1
2266,0.36,0.75,1
2267,0.38,0.75,1
2268,0.4,0.75,1
2269,0,0.75,1
2270,0.02,0.75,13
2271,0.04,0.75,21
2272,0.06,0.75,15
2273,0.08,0.75,12
2274,0.1,0.75,20
2275,0.12,0.75,15
2276,0.14,0.75,12
2277,0.16,0.75,9
2278,0.18,0.75,1
2279,0.2,0.75,1
2280,0.22,0.75,1
2281,0.24,0.75,1
2282,0.26,0.75,1
2283,0.28,0.75,1
2284,0.3,0.75,1
2285,0.32,0.75,1
2286,0.34,0.75,1
2287,0.36,0.75,1
2288,0.38,0.75,1
2289,0.4,0.75,1
2290,0,0.75,1
2291,0.02,0.75,18
2292,0.04,0.75,19
2293,0.06,0.75,18
2294,0.08,0.75,21
2295,0.1,0.75,18
2296,0.12,0.75,15
2297,0.14,0.75,15
2298,0.16,0.75,16
2299,0.18,0.75,1
2300,0.2,0.75,1
2301,0.22,0.75,1
2302,0.24,0.75,1
2303,0.26,0.75,1
2304,0.28,0.75,1
2305,0.3,0.75,1
2306,0.32,0.75,1
2307,0.34,0.75,1
2308,0.36,0.75,1
2309,0.38,0.75,1
2310,0.4,0.75,1
2311,0,0.75,1
2312,0.02,0.75,7
2313,0.04,0.75,15
2314,0.06,0.75,21
2315,0.08,0.75,15
2316,0.1,0.75,18
2317,0.12,0.75,19
2318,0.14,0.75,8
2319,0.16,0.75,9
2320,0.18,0.75,1
2321,0.2,0.75,1
2322,0.22,0.75,1
2323,0.24,0.75,1
2324,0.26,0.75,1
2325,0.28,0.75,1
2326,0.3,0.75,1
2327,0.32,0.75,1
2328,0.34,0.75,1
2329,0.36,0.75,1
2330,0.38,0.75,1
2331,0.4,0.75,1
2332,0,0.75,1
2333,0.02,0.75,11
2334,0.04,0.75,19
2335,0.06,0.75,16
2336,0.08,0.75,16
2337,0.1,0.75,20
2338,0.12,0.75,18
2339,0.14,0.75,19
2340,0.16,0.75,19
2341,0.18,0.75,1
2342,0.2,0.75,1
2343,0.22,0.75,1
2344,0.24,0.75,1
2345,0.26,0.75,1
2346,0.28,0.75,1
2347,0.3,0.75,1
2348,0.32,0.75,1
2349,0.34,0.75,1
2350,0.36,0.75,1
2351,0.38,0.75,1
2352,0.4,0.75,1
2353,0,0.75,1
2354,0.02,0.75,5
2355,0.04,0.75,13
2356,0.06,0.75,24
2357,0.08,0.75,20
2358,0.1,0.75,17
2359,0.12,0.75,15
2360,0.14,0.75,27
2361,0.16,0.75,11
2362,0.18,0.75,1
2363,0.2,0.75,1
2364,0.22,0.75,1
2365,0.24,0.75,1
2366,0.26,0.75,1
2367,0.28,0.75,1
2368,0.3,0.75,1
2369,0.32,0.75,1
2370,0.34,0.75,1
2371,0.36,0.75,1
2372,0.38,0.75,1
2373,0.4,0.75,1
2374,0,0.75,1
2375,0.02,0.75,9
2376,0.04,0.75,14
2377,0.06,0.75,22
2378,0.08,0.75,13
2379,0.1,0.75,12
2380,0.12,0.75,13
2381,0.14,0.75,15
2382,0.16,0.75,6
2383,0.18,0.75,1
2384,0.2,0.75,1
2385,0.22,0.75,1
2386,0.24,0.75,1
2387,0.26,0.75,1
2388,0.28,0.75,1
2389,0.3,0.75,1
2390,0.32,0.75,1
2391,0.34,0.75,1
2392,0.36,0.75,1
2393,0.38,0.75,1
2394,0.4,0.75,1
2395,0,0.75,1
2396,0.02,0.75,10
2397,0.04,0.75,17
2398,0.06,0.75,19
2399,0.08,0.75,17
2400,0.1,0.75,19
2401,0.12,0.75,14
2402,0.14,0.75,19
2403,0.16,0.75,7
2404,0.18,0.75,1
2405,0.2,0.75,1
2406,0.22,0.75,1
2407,0.24,0.75,1
2408,0.26,0.75,1
2409,0.28,0.75,1
2410,0.3,0.75,1
2411,0.32,0.75,1
2412,0.34,0.75,1
2413,0.36,0.75,1
2414,0.38,0.75,1
2415,0.4,0.75,1
2416,0,0.75,1
2417,0.02,0.75,2
2418,0.04,0.75,20
2419,0.06,0.75,17
2420,0.08,0.75,20
2421,0.1,0.75,19
2422,0.12,0.75,18
2423,0.14,0.75,15
2424,0.16,0.75,8
2425,0.18,0.75,3
2426,0.2,0.75,1
2427,0.22,0.75,1
2428,0.24,0.75,1
2429,0.26,0.75,1
2430,0.28,0.75,1
2431,0.3,0.75,1
2432,0.32,0.75,1
2433,0.34,0.75,1
2434,0.36,0.75,1
2435,0.38,0.75,1
2436,0.4,0.75,1
2437,0,0.75,1
2438,0.02,0.75,9
2439,0.04,0.75,22
2440,0.06,0.75,23
2441,0.08,0.75,15
2442,0.1,0.75,19
2443,0.12,0.75,22
2444,0.14,0.75,13
2445,0.16,0.75,9
2446,0.18,0.75,1
2447,0.2,0.75,1
2448,0.22,0.75,1
2449,0.24,0.75,1
2450,0.26,0.75,1
2451,0.28,0.75,1
2452,0.3,0.75,1
2453,0.32,0.75,1
2454,0.34,0.75,1
2455,0.36,0.75,1
2456,0.38,0.75,1
2457,0.4,0.75,1
2458,0,0.75,1
2459,0.02,0.75,10
2460,0.04,0.75,13
2461,0.06,0.75,17
2462,0.08,0.75,18
2463,0.1,0.75,15
2464,0.12,0.75,26
2465,0.14,0.75,23
2466,0.16,0.75,17
2467,0.18,0.75,1
2468,0.2,0.75,1
2469,0.22,0.75,1
2470,0.24,0.75,1
2471,0.26,0.75,1
2472,0.28,0.75,1
2473,0.3,0.75,1
2474,0.32,0.75,1
2475,0.34,0.75,1
2476,0.36,0.75,1
2477,0.38,0.75,1
2478,0.4,0.75,1
2479,0,0.75,1
2480,0.02,0.75,12
2481,0.04,0.75,23
2482,0.06,0.75,15
2483,0.08,0.75,17
2484,0.1,0.75,24
2485,0.12,0.75,17
2486,0.14,0.75,14
2487,0.16,0.75,11
2488,0.18,0.75,1
2489,0.2,0.75,1
2490,0.22,0.75,1
2491,0.24,0.75,1
2492,0.26,0.75,1
2493,0.28,0.75,1
2494,0.3,0.75,1
2495,0.32,0.75,1
2496,0.34,0.75,1
2497,0.36,0.75,1
2498,0.38,0.75,1
2499,0.4,0.75,1
2500,0,0.75,1
2501,0.02,0.75,13
2502,0.04,0.75,13
2503,0.06,0.75,20
2504,0.08,0.75,21
2505,0.1,0.75,15
2506,0.12,0.75,20
2507,0.14,0.75,17
2508,0.16,0.75,1
2509,0.18,0.75,1
2510,0.2,0.75,1
2511,0.22,0.75,1
2512,0.24,0.75,1
2513,0.26,0.75,1
2514,0.28,0.75,1
2515,0.3,0.75,1
2516,0.32,0.75,1
2517,0.34,0.75,1
2518,0.36,0.75,1
2519,0.38,0.75,1
2520,0.4,0.75,1
2521,0,0.75,1
2522,0.02,0.75,9
2523,0.04,0.75,16
2524,0.06,0.75,14
2525,0.08,0.75,20
2526,0.1,0.75,15
2527,0.12,0.75,12
2528,0.14,0.75,16
2529,0.16,0.75,12
2530,0.18,0.75,1
2531,0.2,0.75,1
2532,0.22,0.75,1
2533,0.24,0.75,1
2534,0.26,0.75,1
2535,0.28,0.75,1
2536,0.3,0.75,1
2537,0.32,0.75,1
2538,0.34,0.75,1
2539,0.36,0.75,1
2540,0.38,0.75,1
2541,0.4,0.75,1
2542,0,0.75,1
2543,0.02,0.75,10
2544,0.04,0.75,21
2545,0.06,0.75,18
2546,0.08,0.75,21
2547,0.1,0.75,13
2548,0.12,0.75,20
2549,0.14,0.75,17
2550,0.16,0.75,1
2551,0.18,0.75,10
2552,0.2,0.75,1
2553,0.22,0.75,1
2554,0.24,0.75,1
2555,0.26,0.75,1
2556,0.28,0.75,1
2557,0.3,0.75,1
2558,0.32,0.75,1
2559,0.34,0.75,1
2560,0.36,0.75,1
2561,0.38,0.75,1
2562,0.4,0.75,1
2563,0,0.75,1
2564,0.02,0.75,9
2565,0.04,0.75,10
2566,0.06,0.75,22
2567,0.08,0.75,11
2568,0.1,0.75,20
2569,0.12,0.75,8
2570,0.14,0.75,12
2571,0.16,0.75,1
2572,0.18,0.75,1
2573,0.2,0.75,1
2574,0.22,0.75,1
2575,0.24,0.75,1
2576,0.26,0.75,1
2577,0.28,0.75,1
2578,0.3,0.75,1
2579,0.32,0.75,1
2580,0.34,0.75,1
2581,0.36,0.75,1
2582,0.38,0.75,1
2583,0.4,0.75,1
2584,0,0.75,1
2585,0.02,0.75,9
2586,0.04,0.75,14
2587,0.06,0.75,16
2588,0.08,0.75,13
2589,0.1,0.75,17
2590,0.12,0.75,22
2591,0.14,0.75,13
2592,0.16,0.75,1
2593,0.18,0.75,1
2594,0.2,0.75,1
2595,0.22,0.75,1
2596,0.24,0.75,1
2597,0.26,0.75,1
2598,0.28,0.75,1
2599,0.3,0.75,1
2600,0.32,0.75,1
2601,0.34,0.75,1
2602,0.36,0.75,1
2603,0.38,0.75,1
2604,0.4,0.75,1
2605,0,0.75,1
2606,0.02,0.75,10
2607,0.04,0.75,19
2608,0.06,0.75,14
2609,0.08,0.75,17
2610,0.1,0.75,17
2611,0.12,0.75,19
2612,0.14,0.75,14
2613,0.16,0.75,1
2614,0.18,0.75,6
2615,0.2,0.75,1
2616,0.22,0.75,1
2617,0.24,0.75,1
2618,0.26,0.75,1
2619,0.28,0.75,1
2620,0.3,0.75,1
2621,0.32,0.75,1
2622,0.34,0.75,1
2623,0.36,0.75,1
2624,0.38,0.75,1
2625,0.4,0.75,1
2626,0,0.75,1
2627,0.02,0.75,14
2628,0.04,0.75,23
2629,0.06,0.75,13
2630,0.08,0.75,15
2631,0.1,0.75,14
2632,0.12,0.75,16
2633,0.14,0.75,20
2634,0.16,0.75,1
2635,0.18,0.75,1
2636,0.2,0.75,1
2637,0.22,0.75,1
2638,0.24,0.75,1
2639,0.26,0.75,1
2640,0.28,0.75,1
2641,0.3,0.75,1
2642,0.32,0.75,1
2643,0.34,0.75,1
2644,0.36,0.75,1
2645,0.38,0.75,1
2646,0.4,0.75,1
2647,0,0.75,1
2648,0.02,0.75,10
2649,0.04,0.75,22
2650,0.06,0.75,21
2651,0.08,0.75,18
2652,0.1,0.75,15
2653,0.12,0.75,22
2654,0.14,0.75,16
2655,0.16,0.75,9
2656,0.18,0.75,1
2657,0.2,0.75,8
2658,0.22,0.75,1
2659,0.24,0.75,1
2660,0.26,0.75,1
2661,0.28,0.75,1
2662,0.3,0.75,1
2663,0.32,0.75,1
2664,0.34,0.75,1
2665,0.36,0.75,1
2666,0.38,0.75,1
2667,0.4,0.75,1
2668,0,0.75,1
2669,0.02,0.75,14
2670,0.04,0.75,25
2671,0.06,0.75,21
2672,0.08,0.75,22
2673,0.1,0.75,19
2674,0.12,0.75,20
2675,0.14,0.75,12
2676,0.16,0.75,1
2677,0.18,0.75,1
2678,0.2,0.75,1
2679,0.22,0.75,1
2680,0.24,0.75,1
2681,0.26,0.75,1
2682,0.28,0.75,1
2683,0.3,0.75,1
2684,0.32,0.75,1
2685,0.34,0.75,1
2686,0.36,0.75,1
2687,0.38,0.75,1
2688,0.4,0.75,1
2689,0,0.75,1
2690,0.02,0.75,4
2691,0.04,0.75,17
2692,0.06,0.75,20
2693,0.08,0.75,17
2694,0.1,0.75,22
2695,0.12,0.75,19
2696,0.14,0.75,14
2697,0.16,0.75,16
2698,0.18,0.75,1
2699,0.2,0.75,1
2700,0.22,0.75,1
2701,0.24,0.75,1
2702,0.26,0.75,1
2703,0.28,0.75,1
2704,0.3,0.75,1
2705,0.32,0.75,1
2706,0.34,0.75,1
2707,0.36,0.75,1
2708,0.38,0.75,1
2709,0.4,0.75,1
2710,0,0.75,1
2711,0.02,0.75,3
2712,0.04,0.75,19
2713,0.06,0.75,16
2714,0.08,0.75,19
2715,0.1,0.75,20
2716,0.12,0.75,20
2717,0.14,0.75,16
2718,0.16,0.75,13
2719,0.18,0.75,1
2720,0.2,0.75,1
2721,0.22,0.75,1
2722,0.24,0.75,1
2723,0.26,0.75,1
2724,0.28,0.75,1
2725,0.3,0.75,1
2726,0.32,0.75,1
2727,0.34,0.75,1
2728,0.36,0.75,1
2729,0.38,0.75,1
2730,0.4,0.75,1
2731,0,0.75,1
2732,0.02,0.75,10
2733,0.04,0.75,20
2734,0.06,0.75,15
2735,0.08,0.75,17
2736,0.1,0.75,16
2737,0.12,0.75,14
2738,0.14,0.75,12
2739,0.16,0.75,17
2740,0.18,0.75,1
2741,0.2,0.75,1
2742,0.22,0.75,1
2743,0.24,0.75,1
2744,0.26,0.75,1
2745,0.28,0.75,1
2746,0.3,0.75,1
2747,0.32,0.75,1
2748,0.34,0.75,1
2749,0.36,0.75,1
2750,0.38,0.75,1
2751,0.4,0.75,1
2752,0,0.75,1
2753,0.02,0.75,7
2754,0.04,0.75,15
2755,0.06,0.75,17
2756,0.08,0.75,15
2757,0.1,0.75,19
2758,0.12,0.75,15
2759,0.14,0.75,17
2760,0.16,0.75,13
2761,0.18,0.75,8
2762,0.2,0.75,1
2763,0.22,0.75,1
2764,0.24,0.75,1
2765,0.26,0.75,1
2766,0.28,0.75,1
2767,0.3,0.75,1
2768,0.32,0.75,1
2769,0.34,0.75,1
2770,0.36,0.75,1
2771,0.38,0.75,1
2772,0.4,0.75,1
2773,0,0.75,1
2774,0.02,0.75,8
2775,0.04,0.75,18
2776,0.06,0.75,19
2777,0.08,0.75,21
2778,0.1,0.75,17
2779,0.12,0.75,14
2780,0.14,0.75,27
2781,0.16,0.75,9
2782,0.18,0.75,1
2783,0.2,0.75,1
2784,0.22,0.75,1
2785,0.24,0.75,1
2786,0.26,0.75,1
2787,0.28,0.75,1
2788,0.3,0.75,1
2789,0.32,0.75,1
2790,0.34,0.75,1
2791,0.36,0.75,1
2792,0.38,0.75,1
2793,0.4,0.75,1
2794,0,0.75,1
2795,0.02,0.75,8
2796,0.04,0.75,23
2797,0.06,0.75,19
2798,0.08,0.75,21
2799,0.1,0.75,16
2800,0.12,0.75,20
2801,0.14,0.75,8
2802,0.16,0.75,1
2803,0.18,0.75,11
2804,0.2,0.75,1
2805,0.22,0.75,1
2806,0.24,0.75,1
2807,0.26,0.75,1
2808,0.28,0.75,1
2809,0.3,0.75,1
2810,0.32,0.75,1
2811,0.34,0.75,1
2812,0.36,0.75,1
2813,0.38,0.75,1
2814,0.4,0.75,1
2815,0,0.75,1
2816,0.02,0.75,6
2817,0.04,0.75,15
2818,0.06,0.75,18
2819,0.08,0.75,18
2820,0.1,0.75,17
2821,0.12,0.75,23
2822,0.14,0.75,11
2823,0.16,0.75,6
2824,0.18,0.75,1
2825,0.2,0.75,1
2826,0.22,0.75,1
2827,0.24,0.75,1
2828,0.26,0.75,1
2829,0.28,0.75,1
2830,0.3,0.75,1
2831,0.32,0.75,1
2832,0.34,0.75,1
2833,0.36,0.75,1
2834,0.38,0.75,1
2835,0.4,0.75,1
2836,0,0.75,1
2837,0.02,0.75,4
2838,0.04,0.75,13
2839,0.06,0.75,16
2840,0.08,0.75,17
2841,0.1,0.75,25
2842,0.12,0.75,18
2843,0.14,0.75,21
2844,0.16,0.75,7
2845,0.18,0.75,1
2846,0.2,0.75,1
2847,0.22,0.75,1
2848,0.24,0.75,1
2849,0.26,0.75,1
2850,0.28,0.75,1
2851,0.3,0.75,1
2852,0.32,0.75,1
2853,0.34,0.75,1
2854,0.36,0.75,1
2855,0.38,0.75,1
2856,0.4,0.75,1
2857,0,0.75,1
2858,0.02,0.75,8
2859,0.04,0.75,19
2860,0.06,0.75,20
2861,0.08,0.75,20
2862,0.1,0.75,22
2863,0.12,0.75,21
2864,0.14,0.75,18
2865,0.16,0.75,1
2866,0.18,0.75,8
2867,0.2,0.75,1
2868,0.22,0.75,1
2869,0.24,0.75,1
2870,0.26,0.75,1
2871,0.28,0.75,1
2872,0.3,0.75,1
2873,0.32,0.75,1
2874,0.34,0.75,1
2875,0.36,0.75,1
2876,0.38,0.75,1
2877,0.4,0.75,1
2878,0,0.75,1
2879,0.02,0.75,8
2880,0.04,0.75,23
2881,0.06,0.75,18
2882,0.08,0.75,18
2883,0.1,0.75,21
2884,0.12,0.75,21
2885,0.14,0.75,20
2886,0.16,0.75,14
2887,0.18,0.75,1
2888,0.2,0.75,1
2889,0.22,0.75,1
2890,0.24,0.75,1
2891,0.26,0.75,1
2892,0.28,0.75,1
2893,0.3,0.75,1
2894,0.32,0.75,1
2895,0.34,0.75,1
2896,0.36,0.75,1
2897,0.38,0.75,1
2898,0.4,0.75,1
2899,0,0.75,1
2900,0.02,0.75,8
2901,0.04,0.75,11
2902,0.06,0.75,19
2903,0.08,0.75,23
2904,0.1,0.75,18
2905,0.12,0.75,19
2906,0.14,0.75,19
2907,0.16,0.75,6
2908,0.18,0.75,1
2909,0.2,0.75,1
2910,0.22,0.75,1
2911,0.24,0.75,1
2912,0.26,0.75,1
2913,0.28,0.75,1
2914,0.3,0.75,1
2915,0.32,0.75,1
2916,0.34,0.75,1
2917,0.36,0.75,1
2918,0.38,0.75,1
2919,0.4,0.75,1
2920,0,0.75,1
2921,0.02,0.75,3
2922,0.04,0.75,8
2923,0.06,0.75,16
2924,0.08,0.75,15
2925,0.1,0.75,15
2926,0.12,0.75,22
2927,0.14,0.75,13
2928,0.16,0.75,1
2929,0.18,0.75,7
2930,0.2,0.75,1
2931,0.22,0.75,1
2932,0.24,0.75,1
2933,0.26,0.75,1
2934,0.28,0.75,1
2935,0.3,0.75,1
2936,0.32,0.75,1
2937,0.34,0.75,1
2938,0.36,0.75,1
2939,0.38,0.75,1
2940,0.4,0.75,1
2941,0,0.75,1
2942,0.02,0.75,4
2943,0.04,0.75,15
2944,0.06,0.75,20
2945,0.08,0.75,25
2946,0.1,0.75,24
2947,0.12,0.75,17
2948,0.14,0.75,13
2949,0.16,0.75,1
2950,0.18,0.75,1
2951,0.2,0.75,9
2952,0.22,0.75,1
2953,0.24,0.75,1
2954,0.26,0.75,1
2955,0.28,0.75,1
2956,0.3,0.75,1
2957,0.32,0.75,1
2958,0.34,0.75,1
2959,0.36,0.75,1
2960,0.38,0.75,1
2961,0.4,0.75,1
2962,0,0.75,1
2963,0.02,0.75,7
2964,0.04,0.75,22
2965,0.06,0.75,20
2966,0.08,0.75,16
2967,0.1,0.75,19
2968,0.12,0.75,14
2969,0.14,0.75,10
2970,0.16,0.75,1
2971,0.18,0.75,1
2972,0.2,0.75,1
2973,0.22,0.75,1
2974,0.24,0.75,1
2975,0.26,0.75,1
2976,0.28,0.75,1
2977,0.3,0.75,1
2978,0.32,0.75,1
2979,0.34,0.75,1
2980,0.36,0.75,1
2981,0.38,0.75,1
2982,0.4,0.75,1
2983,0,0.75,1
2984,0.02,0.75,6
2985,0.04,0.75,10
2986,0.06,0.75,18
2987,0.08,0.75,21
2988,0.1,0.75,18
2989,0.12,0.75,13
2990,0.14,0.75,13
2991,0.16,0.75,1
2992,0.18,0.75,1
2993,0.2,0.75,11
2994,0.22,0.75,1
2995,0.24,0.75,1
2996,0.26,0.75,1
2997,0.28,0.75,1
2998,0.3,0.75,1
2999,0.32,0.75,1
3000,0.34,0.75,1
3001,0.36,0.75,1
3002,0.38,0.75,1
3003,0.4,0.75,1
3004,0,0.75,1
3005,0.02,0.75,10
3006,0.04,0.75,10
3007,0.06,0.75,19
3008,0.08,0.75,18
3009,0.1,0.75,21
3010,0.12,0.75,16
3011,0.14,0.75,18
3012,0.16,0.75,11
3013,0.18,0.75,1
3014,0.2,0.75,1
3015,0.22,0.75,1
3016,0.24,0.75,1
3017,0.26,0.75,1
3018,0.28,0.75,1
3019,0.3,0.75,1
3020,0.32,0.75,1
3021,0.34,0.75,1
3022,0.36,0.75,1
3023,0.38,0.75,1
3024,0.4,0.75,1
3025,0,0.75,1
3026,0.02,0.75,7
3027,0.04,0.75,17
3028,0.06,0.75,19
3029,0.08,0.75,16
3030,0.1,0.75,21
3031,0.12,0.75,18
3032,0.14,0.75,14
3033,0.16,0.75,13
3034,0.18,0.75,1
3035,0.2,0.75,1
3036,0.22,0.75,1
3037,0.24,0.75,1
3038,0.26,0.75,1
3039,0.28,0.75,1
3040,0.3,0.75,1
3041,0.32,0.75,1
3042,0.34,0.75,1
3043,0.36,0.75,1
3044,0.38,0.75,1
3045,0.4,0.75,1
3046,0,0.75,1
3047,0.02,0.75,10
3048,0.04,0.75,19
3049,0.06,0.75,19
3050,0.08,0.75,13
3051,0.1,0.75,20
3052,0.12,0.75,17
3053,0.14,0.75,10
3054,0.16,0.75,11
3055,0.18,0.75,11
3056,0.2,0.75,1
3057,0.22,0.75,1
3058,0.24,0.75,1
3059,0.26,0.75,1
3060,0.28,0.75,1
3061,0.3,0.75,1
3062,0.32,0.75,1
3063,0.34,0.75,1
3064,0.36,0.75,1
3065,0.38,0.75,1
3066,0.4,0.75,1
3067,0,0.75,1
3068,0.02,0.75,10
3069,0.04,0.75,14
3070,0.06,0.75,16
3071,0.08,0.75,20
3072,0.1,0.75,12
3073,0.12,0.75,19
3074,0.14,0.75,20
3075,0.16,0.75,16
3076,0.18,0.75,1
3077,0.2,0.75,1
3078,0.22,0.75,1
3079,0.24,0.75,1
3080,0.26,0.75,1
3081,0.28,0.75,1
3082,0.3,0.75,1
3083,0.32,0.75,1
3084,0.34,0.75,1
3085,0.36,0.75,1
3086,0.38,0.75,1
3087,0.4,0.75,1
3088,0,0.75,1
3089,0.02,0.75,7
3090,0.04,0.75,21
3091,0.06,0.75,19
3092,0.08,0.75,14
3093,0.1,0.75,13
3094,0.12,0.75,23
3095,0.14,0.75,11
3096,0.16,0.75,14
3097,0.18,0.75,1
3098,0.2,0.75,1
3099,0.22,0.75,1
3100,0.24,0.75,1
3101,0.26,0.75,1
3102,0.28,0.75,1
3103,0.3,0.75,1
3104,0.32,0.75,1
3105,0.34,0.75,1
3106,0.36,0.75,1
3107,0.38,0.75,1
3108,0.4,0.75,1
3109,0,0.75,1
3110,0.02,0.75,11
3111,0.04,0.75,14
3112,0.06,0.75,17
3113,0.08,0.75,18
3114,0.1,0.75,19
3115,0.12,0.75,12
3116,0.14,0.75,16
3117,0.16,0.75,15
3118,0.18,0.75,1
3119,0.2,0.75,1
3120,0.22,0.75,1
3121,0.24,0.75,1
3122,0.26,0.75,1
3123,0.28,0.75,1
3124,0.3,0.75,1
3125,0.32,0.75,1
3126,0.34,0.75,1
3127,0.36,0.75,1
3128,0.38,0.75,1
3129,0.4,0.75,1
3130,0,0.75,1
3131,0.02,0.75,14
3132,0.04,0.75,16
3133,0.06,0.75,15
3134,0.08,0.75,18
3135,0.1,0.75,13
3136,0.12,0.75,20
3137,0.14,0.75,13
3138,0.16,0.75,1
3139,0.18,0.75,1
3140,0.2,0.75,1
3141,0.22,0.75,1
3142,0.24,0.75,1
3143,0.26,0.75,1
3144,0.28,0.75,1
3145,0.3,0.75,1
3146,0.32,0.75,1
3147,0.34,0.75,1
3148,0.36,0.75,1
3149,0.38,0.75,1
3150,0.4,0.75,1
3151,0,0.75,1
3152,0.02,0.75,15
3153,0.04,0.75,16
3154,0.06,0.75,18
3155,0.08,0.75,15
3156,0.1,0.75,23
3157,0.12,0.75,17
3158,0.14,0.75,16
3159,0.16,0.75,11
3160,0.18,0.75,1
3161,0.2,0.75,1
3162,0.22,0.75,1
3163,0.24,0.75,1
3164,0.26,0.75,1
3165,0.28,0.75,1
3166,0.3,0.75,1
3167,0.32,0.75,1
3168,0.34,0.75,1
3169,0.36,0.75,1
3170,0.38,0.75,1
3171,0.4,0.75,1
3172,0,0.75,1
3173,0.02,0.75,5
3174,0.04,0.75,11
3175,0.06,0.75,18
3176,0.08,0.75,19
3177,0.1,0.75,22
3178,0.12,0.75,21
3179,0.14,0.75,9
3180,0.16,0.75,13
3181,0.18,0.75,1
3182,0.2,0.75,1
3183,0.22,0.75,1
3184,0.24,0.75,1
3185,0.26,0.75,1
3186,0.28,0.75,1
3187,0.3,0.75,1
3188,0.32,0.75,1
3189,0.34,0.75,1
3190,0.36,0.75,1
3191,0.38,0.75,1
3192,0.4,0.75,1
3193,0,0.75,1
3194,0.02,0.75,6
3195,0.04,0.75,16
3196,0.06,0.75,19
3197,0.08,0.75,15
3198,0.1,0.75,17
3199,0.12,0.75,21
3200,0.14,0.75,13
3201,0.16,0.75,8
3202,0.18,0.75,1
3203,0.2,0.75,1
3204,0.22,0.75,1
3205,0.24,0.75,1
3206,0.26,0.75,1
3207,0.28,0.75,1
3208,0.3,0.75,1
3209,0.32,0.75,1
3210,0.34,0.75,1
3211,0.36,0.75,1
3212,0.38,0.75,1
3213,0.4,0.75,1
3214,0,0.75,1
3215,0.02,0.75,15
3216,0.04,0.75,16
3217,0.06,0.75,21
3218,0.08,0.75,16
3219,0.1,0.75,22
3220,0.12,0.75,15
3221,0.14,0.75,18
3222,0.16,0.75,1
3223,0.18,0.75,1
3224,0.2,0.75,1
3225,0.22,0.75,1
3226,0.24,0.75,1
3227,0.26,0.75,1
3228,0.28,0.75,1
3229,0.3,0.75,1
3230,0.32,0.75,1
3231,0.34,0.75,1
3232,0.36,0.75,1
3233,0.38,0.75,1
3234,0.4,0.75,1
3235,0,0.75,1
3236,0.02,0.75,11
3237,0.04,0.75,17
3238,0.06,0.75,24
3239,0.08,0.75,17
3240,0.1,0.75,20
3241,0.12,0.75,13
3242,0.14,0.75,19
3243,0.16,0.75,11
3244,0.18,0.75,1
3245,0.2,0.75,1
3246,0.22,0.75,1
3247,0.24,0.75,1
3248,0.26,0.75,1
3249,0.28,0.75,1
3250,0.3,0.75,1
3251,0.32,0.75,1
3252,0.34,0.75,1
3253,0.36,0.75,1
3254,0.38,0.75,1
3255,0.4,0.75,1
3256,0,0.75,1
3257,0.02,0.75,12
3258,0.04,0.75,15
3259,0.06,0.75,18
3260,0.08,0.75,19
3261,0.1,0.75,18
3262,0.12,0.75,20
3263,0.14,0.75,19
3264,0.16,0.75,1
3265,0.18,0.75,11
3266,0.2,0.75,1
3267,0.22,0.75,1
3268,0.24,0.75,1
3269,0.26,0.75,1
3270,0.28,0.75,1
3271,0.3,0.75,1
3272,0.32,0.75,1
3273,0.34,0.75,1
3274,0.36,0.75,1
3275,0.38,0.75,1
3276,0.4,0.75,1
3277,0,0.75,1
3278,0.02,0.75,6
3279,0.04,0.75,11
3280,0.06,0.75,17
3281,0.08,0.75,17
3282,0.1,0.75,15
3283,0.12,0.75,17
3284,0.14,0.75,21
3285,0.16,0.75,5
3286,0.18,0.75,1
3287,0.2,0.75,1
3288,0.22,0.75,1
3289,0.24,0.75,1
3290,0.26,0.75,1
3291,0.28,0.75,1
3292,0.3,0.75,1
3293,0.32,0.75,1
3294,0.34,0.75,1
3295,0.36,0.75,1
3296,0.38,0.75,1
3297,0.4,0.75,1
3298,0,0.75,1
3299,0.02,0.75,8
3300,0.04,0.75,22
3301,0.06,0.75,24
3302,0.08,0.75,14
3303,0.1,0.75,15
3304,0.12,0.75,15
3305,0.14,0.75,19
3306,0.16,0.75,11
3307,0.18,0.75,1
3308,0.2,0.75,1
3309,0.22,0.75,1
3310,0.24,0.75,1
3311,0.26,0.75,1
3312,0.28,0.75,1
3313,0.3,0.75,1
3314,0.32,0.75,1
3315,0.34,0.75,1
3316,0.36,0.75,1
3317,0.38,0.75,1
3318,0.4,0.75,1
3319,0,0.75,1
3320,0.02,0.75,5
3321,0.04,0.75,18
3322,0.06,0.75,23
3323,0.08,0.75,20
3324,0.1,0.75,17
