,fishing_values_vec,r_value_vec,omega_value_vec,dispersal_value_vec,disturbance_prob_vec,disturbance_size_vec,disturbance_magnitude_vec,objective_vec,optimal_spacing,mean_objective_value
14.50,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
14.51,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
14.52,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,10
14.53,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
14.54,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,7
14.55,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,9
14.56,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
14.57,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
14.58,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.59,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
14.60,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,8
14.61,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,10
14.62,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,10
14.63,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,8
14.64,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
14.65,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
14.66,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
14.67,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.68,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,7
14.69,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,9
14.70,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,7
14.71,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.72,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,7
14.73,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
14.74,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,7
14.75,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.76,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.77,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
14.78,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
14.79,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
14.80,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,8
14.81,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.82,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.83,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,7
14.84,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.85,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
14.86,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,8
14.87,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.88,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2,9
14.89,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
14.90,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.91,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,8
14.92,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,8
14.93,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2.5,8
14.94,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1.5,8
14.95,0.75,3,1.2,0.7,0.02,2,0.9,persistence,2.5,8
14.96,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.97,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,9
14.98,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,8
14.99,0.75,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,9
15.1,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.2,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
15.3,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.4,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.5,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.6,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,8
15.7,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.8,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.9,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,9
15.10,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
15.11,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,9
15.12,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.13,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
15.14,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.15,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.16,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.17,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.18,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.19,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.20,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.21,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.22,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.23,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.24,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3.5,10
15.25,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.26,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.27,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.28,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.29,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.30,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.31,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.32,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.33,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.34,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
15.35,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.36,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.37,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.38,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.39,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.40,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.41,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.42,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.43,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.44,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.45,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,8
15.46,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.47,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.48,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.49,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
15.50,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.51,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
15.52,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.53,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.54,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.55,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.56,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.57,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.58,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.59,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,8
15.60,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.61,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.62,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.63,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.64,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.65,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,9
15.66,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
15.67,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.68,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
15.69,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.70,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.71,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,8
15.72,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.73,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,8
15.74,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.75,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.76,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.77,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,9
15.78,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.79,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.80,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.81,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.82,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,9
15.83,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2.5,10
15.84,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.85,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
15.86,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.87,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.88,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.89,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.90,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.91,0.5,3,1.2,0.7,0.02,2,0.9,persistence,3,10
15.92,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.93,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,9
15.94,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1.5,10
15.95,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.96,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,10
15.97,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,9
15.98,0.5,3,1.2,0.7,0.02,2,0.9,persistence,1,9
15.99,0.5,3,1.2,0.7,0.02,2,0.9,persistence,2,10
