,r1_vector,epsilon_vec,gamma_vector,delta_vector,prob_disturb_vec,severity_disturb_vec,omega_vec,optimal_spacing,prob_persistence
366,2,0.75,0.201,0.801,0.1,0.1,1.2,14,99.9961105287019
367,2,0.25,0.301,0.801,0.1,0.1,1.2,8,99.999234962088
368,2,0.75,0.301,0.801,0.1,0.1,1.2,8,99.9976630914038
369,2,0.25,0.401,0.801,0.1,0.1,1.2,13,99.998696497058
370,2,0.75,0.401,0.801,0.1,0.1,1.2,7,99.9981659594633
371,2,0.25,0.501,0.801,0.1,0.1,1.2,10,99.9994552485452
372,2,0.75,0.501,0.801,0.1,0.1,1.2,9,99.9980149162186
373,2,0.25,0.601,0.801,0.1,0.1,1.2,10,99.9993001998872
374,2,0.75,0.601,0.801,0.1,0.1,1.2,10,99.9984055418671
375,2,0.25,0.701,0.801,0.1,0.1,1.2,9,99.999270900864
376,2,0.75,0.701,0.801,0.1,0.1,1.2,10,99.9983900139469
377,2,0.25,0.801,0.801,0.1,0.1,1.2,9,99.9995196183181
378,2,0.75,0.801,0.801,0.1,0.1,1.2,8,99.9985208450553
379,2,0.25,0.901,0.801,0.1,0.1,1.2,10,99.9995602707379
380,2,0.75,0.901,0.801,0.1,0.1,1.2,9,99.9985897025938
381,2,0.25,0.001,0.901,0.1,0.1,1.2,45,99.9829913008769
382,2,0.75,0.001,0.901,0.1,0.1,1.2,42,99.9664984038719
383,2,0.25,0.101,0.901,0.1,0.1,1.2,43,99.9903254357613
384,2,0.75,0.101,0.901,0.1,0.1,1.2,9,99.9985861171587
385,2,0.25,0.201,0.901,0.1,0.1,1.2,9,99.9995340000722
386,2,0.75,0.201,0.901,0.1,0.1,1.2,10,99.9988110559438
387,2,0.25,0.301,0.901,0.1,0.1,1.2,8,99.9996978609149
388,2,0.75,0.301,0.901,0.1,0.1,1.2,10,99.9990540886786
389,2,0.25,0.401,0.901,0.1,0.1,1.2,7,99.9996762654427
390,2,0.75,0.401,0.901,0.1,0.1,1.2,9,99.9990139262983
391,2,0.25,0.501,0.901,0.1,0.1,1.2,10,99.9996335243012
392,2,0.75,0.501,0.901,0.1,0.1,1.2,10,99.9988952739679
393,2,0.25,0.601,0.901,0.1,0.1,1.2,10,99.999771138371
394,2,0.75,0.601,0.901,0.1,0.1,1.2,18,99.9983571220523
395,2,0.25,0.701,0.901,0.1,0.1,1.2,10,99.9997375983021
396,2,0.75,0.701,0.901,0.1,0.1,1.2,10,99.9989635258693
397,2,0.25,0.801,0.901,0.1,0.1,1.2,9,99.9996860019522
398,2,0.75,0.801,0.901,0.1,0.1,1.2,10,99.9991246443444
399,2,0.25,0.901,0.901,0.1,0.1,1.2,9,99.9997508785479
400,2,0.75,0.901,0.901,0.1,0.1,1.2,10,99.9994004646342
