,fishing_values_vec,r_value_vec,omega_value_vec,dispersal_value_vec,disturbance_prob_vec,disturbance_size_vec,disturbance_magnitude_vec,objective_vec,optimal_spacing,mean_objective_value
4.87,1,3,1.2,0.7,0.0075,2,0.9,persistence,1,100
4.88,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,99
4.89,1,3,1.2,0.7,0.0075,2,0.9,persistence,0.5,100
4.90,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.91,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.92,1,3,1.2,0.7,0.0075,2,0.9,persistence,1,100
4.93,1,3,1.2,0.7,0.0075,2,0.9,persistence,1,100
4.94,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.95,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,99
4.96,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.97,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.98,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
4.99,1,3,1.2,0.7,0.0075,2,0.9,persistence,1.5,100
5,1,3,1.2,0.7,0.01,2,0.9,persistence,1,99
5.1,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,96
5.2,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.3,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.4,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.5,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.6,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.7,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.8,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.9,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.10,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.11,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.12,1,3,1.2,0.7,0.01,2,0.9,persistence,0,100
5.13,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.14,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.15,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.16,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.17,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.18,1,3,1.2,0.7,0.01,2,0.9,persistence,0,96
5.19,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.20,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.21,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.22,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.23,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.24,1,3,1.2,0.7,0.01,2,0.9,persistence,1,99
5.25,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.26,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.27,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.28,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.29,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.30,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.31,1,3,1.2,0.7,0.01,2,0.9,persistence,0,100
5.32,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,96
5.33,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.34,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.35,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.36,1,3,1.2,0.7,0.01,2,0.9,persistence,0,96
5.37,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.38,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.39,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.40,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.41,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.42,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.43,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.44,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.45,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,96
5.46,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.47,1,3,1.2,0.7,0.01,2,0.9,persistence,0,96
5.48,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.49,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.50,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.51,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.52,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.53,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,95
5.54,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.55,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.56,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.57,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.58,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.59,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.60,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.61,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.62,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.63,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.64,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.65,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.66,1,3,1.2,0.7,0.01,2,0.9,persistence,0,98
5.67,1,3,1.2,0.7,0.01,2,0.9,persistence,1,96
5.68,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.69,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.70,1,3,1.2,0.7,0.01,2,0.9,persistence,1,98
5.71,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.72,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.73,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.74,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.75,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.76,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.77,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,100
5.78,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.79,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.80,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.81,1,3,1.2,0.7,0.01,2,0.9,persistence,1,98
5.82,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,99
5.83,1,3,1.2,0.7,0.01,2,0.9,persistence,0,99
5.84,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.85,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.86,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.87,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,95
5.88,1,3,1.2,0.7,0.01,2,0.9,persistence,1,97
5.89,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.90,1,3,1.2,0.7,0.01,2,0.9,persistence,0,96
5.91,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,100
5.92,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,96
5.93,1,3,1.2,0.7,0.01,2,0.9,persistence,0.5,99
5.94,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.95,1,3,1.2,0.7,0.01,2,0.9,persistence,1,98
5.96,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,97
5.97,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,98
5.98,1,3,1.2,0.7,0.01,2,0.9,persistence,0,97
5.99,1,3,1.2,0.7,0.01,2,0.9,persistence,1,98
6,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.1,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.2,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.3,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.4,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.5,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.6,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.7,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.8,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.9,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.10,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.11,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.12,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.13,1,3,1.2,0.7,0.0125,2,0.9,persistence,0.5,97
6.14,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,99
6.15,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,92
6.16,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.17,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,93
6.18,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.19,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.20,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.21,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.22,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.23,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,93
6.24,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.25,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.26,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,93
6.27,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.28,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,95
6.29,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.30,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.31,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.32,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,93
6.33,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.34,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.35,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,94
6.36,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,91
6.37,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.38,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,94
6.39,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,93
6.40,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.41,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,94
6.42,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,94
6.43,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.44,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,94
6.45,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.46,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,91
6.47,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.48,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.49,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.50,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.51,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,91
6.52,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.53,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.54,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.55,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.56,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,97
6.57,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,91
6.58,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.59,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.60,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.61,1,3,1.2,0.7,0.0125,2,0.9,persistence,0.5,94
6.62,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.63,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.64,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.65,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.66,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.67,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.68,1,3,1.2,0.7,0.0125,2,0.9,persistence,0.5,94
6.69,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,92
6.70,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.71,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.72,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,92
6.73,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,96
6.74,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.75,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.76,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.77,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.78,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.79,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.80,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,92
6.81,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.82,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,91
6.83,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.84,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.85,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.86,1,3,1.2,0.7,0.0125,2,0.9,persistence,0.5,95
6.87,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,93
6.88,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,92
6.89,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,94
6.90,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,97
6.91,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,92
6.92,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.93,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.94,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,92
6.95,1,3,1.2,0.7,0.0125,2,0.9,persistence,1,96
6.96,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
6.97,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,96
6.98,1,3,1.2,0.7,0.0125,2,0.9,persistence,1.5,95
6.99,1,3,1.2,0.7,0.0125,2,0.9,persistence,0,95
7,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.1,1,3,1.2,0.7,0.015,2,0.9,persistence,0,85
7.2,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.3,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.4,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.5,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.6,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.7,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.8,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.9,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.10,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.11,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.12,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.13,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.14,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.15,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.16,1,3,1.2,0.7,0.015,2,0.9,persistence,0,84
7.17,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.18,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.19,1,3,1.2,0.7,0.015,2,0.9,persistence,0,85
7.20,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.21,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.22,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.23,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.24,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.25,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.26,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.27,1,3,1.2,0.7,0.015,2,0.9,persistence,0,86
7.28,1,3,1.2,0.7,0.015,2,0.9,persistence,1,87
7.29,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.30,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.31,1,3,1.2,0.7,0.015,2,0.9,persistence,0,86
7.32,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.33,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.34,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.35,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.36,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.37,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.38,1,3,1.2,0.7,0.015,2,0.9,persistence,0,86
7.39,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.40,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.41,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.42,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.43,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.44,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.45,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.46,1,3,1.2,0.7,0.015,2,0.9,persistence,0,86
7.47,1,3,1.2,0.7,0.015,2,0.9,persistence,0,83
7.48,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.49,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.50,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.51,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.52,1,3,1.2,0.7,0.015,2,0.9,persistence,0,84
7.53,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.54,1,3,1.2,0.7,0.015,2,0.9,persistence,0,85
7.55,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.56,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.57,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.58,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.59,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.60,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.61,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.62,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.63,1,3,1.2,0.7,0.015,2,0.9,persistence,0,92
7.64,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.65,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.66,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.67,1,3,1.2,0.7,0.015,2,0.9,persistence,0,85
7.68,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.69,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.70,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.71,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.72,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.73,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.74,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.75,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.76,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.77,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.78,1,3,1.2,0.7,0.015,2,0.9,persistence,0,88
7.79,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.80,1,3,1.2,0.7,0.015,2,0.9,persistence,0,84
7.81,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.82,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.83,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.84,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.85,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.86,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.87,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.88,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.89,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.90,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.91,1,3,1.2,0.7,0.015,2,0.9,persistence,0,93
7.92,1,3,1.2,0.7,0.015,2,0.9,persistence,0.5,88
7.93,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.94,1,3,1.2,0.7,0.015,2,0.9,persistence,0,90
7.95,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
7.96,1,3,1.2,0.7,0.015,2,0.9,persistence,0,87
7.97,1,3,1.2,0.7,0.015,2,0.9,persistence,1,89
7.98,1,3,1.2,0.7,0.015,2,0.9,persistence,0,89
7.99,1,3,1.2,0.7,0.015,2,0.9,persistence,0,91
8,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.1,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.2,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,88
8.3,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.4,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.5,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.6,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.7,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.8,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.9,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.10,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,77
8.11,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.12,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.13,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.14,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,76
8.15,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.16,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.17,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,86
8.18,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.19,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.20,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.21,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.22,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.23,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.24,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.25,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,87
8.26,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,87
8.27,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.28,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.29,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,81
8.30,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.31,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.32,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.33,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.34,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.35,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.36,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.37,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.38,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.39,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,87
8.40,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.41,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.42,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,77
8.43,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,87
8.44,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.45,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.46,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.47,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.48,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,75
8.49,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.50,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.51,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,90
8.52,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,81
8.53,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.54,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.55,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.56,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.57,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.58,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.59,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.60,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.61,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,77
8.62,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.63,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.64,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,77
8.65,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,81
8.66,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.67,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,85
8.68,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.69,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
8.70,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.71,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,87
8.72,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.73,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.74,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,77
8.75,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.76,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,84
8.77,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.78,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.79,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,83
8.80,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,81
8.81,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,78
8.82,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,80
8.83,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,82
8.84,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,81
8.85,1,3,1.2,0.7,0.0175,2,0.9,persistence,0,79
